2:24:54 AM,SELL,2449.58,0.0103,25.231,ETH,BUSD,0.591
2:51:54 AM,BUY,2446.36,0.0101,24.708,BUSD,ETH,N/A
5:58:57 AM,SELL,2526.30,0.0101,25.516,ETH,BUSD,0.808
6:25:57 AM,BUY,2542.48,0.0097,24.662,BUSD,ETH,N/A
7:07:58 AM,SELL,2694.96,0.0097,26.141,ETH,BUSD,1.479
7:19:58 AM,BUY,2690.44,0.0091,24.483,BUSD,ETH,N/A
9:41:00 AM,SELL,2584.36,0.0091,23.518,ETH,BUSD,-0.965
10:05:01 AM,BUY,2570.59,0.0096,24.678,BUSD,ETH,N/A
11:32:02 AM,SELL,2621.79,0.0095,24.907,ETH,BUSD,0.486
12:20:03 PM,BUY,2613.84,0.0094,24.570,BUSD,ETH,N/A
11:14:13 PM,SELL,2676.54,0.0094,25.159,ETH,BUSD,0.589
11:59:14 PM,BUY,2708.22,0.0091,24.645,BUSD,ETH,N/A
