11:06:51 AM,SELL,2.55900000,8.76000000,22.417,ANC,BUSD,-2.309,30.281,0.74030000
4:00:52 PM,BUY,2.58900000,9.67000000,25.036,BUSD,ANC,N/A,33.819,0.74030000
