2:24:54 AM,SELL,0.804,31.7,25.487,ADA,BUSD,0.888
2:48:54 AM,BUY,0.806,30.7,24.744,BUSD,ADA,N/A
3:15:55 AM,SELL,0.819,30.7,25.143,ADA,BUSD,0.399
4:03:55 AM,BUY,0.810,30.5,24.705,BUSD,ADA,N/A
6:00:57 AM,SELL,0.829,30.5,25.285,ADA,BUSD,0.580
6:24:57 AM,BUY,0.836,29.6,24.746,BUSD,ADA,N/A
7:09:58 AM,SELL,0.871,29.6,25.782,ADA,BUSD,1.036
7:57:59 AM,BUY,0.861,28.7,24.711,BUSD,ADA,N/A
9:55:01 AM,SELL,0.830,28.7,23.821,ADA,BUSD,-0.890
10:10:01 AM,BUY,0.844,29.3,24.729,BUSD,ADA,N/A
11:13:03 AM,SELL,0.858,29.2,25.054,ADA,BUSD,0.409
11:28:03 AM,BUY,0.859,28.8,24.739,BUSD,ADA,N/A
8:43:11 PM,SELL,0.833,28.8,23.990,ADA,BUSD,-0.749
8:52:11 PM,BUY,0.838,29.5,24.721,BUSD,ADA,N/A
11:13:14 PM,SELL,0.868,29.5,25.606,ADA,BUSD,0.885
11:58:15 PM,BUY,0.874,28.3,24.734,BUSD,ADA,N/A
