2:26:04 AM,SELL,0.7833,32,25.066,XRP,BUSD,0.439
2:44:04 AM,BUY,0.7851,31,24.338,BUSD,XRP,N/A
5:17:07 AM,SELL,0.7594,31,23.541,XRP,BUSD,-0.797
5:53:07 AM,BUY,0.7605,32,24.336,BUSD,XRP,N/A
9:14:10 AM,SELL,0.7292,32,23.334,XRP,BUSD,-1.002
9:38:11 AM,BUY,0.7278,34,24.745,BUSD,XRP,N/A
10:59:12 AM,SELL,0.7027,34,23.892,XRP,BUSD,-0.853
11:17:13 AM,BUY,0.7044,35,24.654,BUSD,XRP,N/A
2:14:15 PM,SELL,0.6828,35,23.898,XRP,BUSD,-0.756
3:07:16 PM,BUY,0.6821,36,24.556,BUSD,XRP,N/A
4:52:18 PM,SELL,0.6932,36,24.955,XRP,BUSD,0.399
5:19:18 PM,BUY,0.6914,35,24.199,BUSD,XRP,N/A
9:46:22 PM,SELL,0.7035,35,24.623,XRP,BUSD,0.424
10:01:23 PM,BUY,0.7098,34,24.133,BUSD,XRP,N/A
