1:46:31 AM,SELL,77.89,0.32,24.925,AVAX,BUSD,0.698
2:00:31 AM,BUY,79.66,0.31,24.695,BUSD,AVAX,N/A
2:24:31 AM,SELL,81.22,0.31,25.178,AVAX,BUSD,0.483
2:36:31 AM,BUY,81.97,0.30,24.591,BUSD,AVAX,N/A
3:48:32 AM,SELL,79.06,0.30,23.718,AVAX,BUSD,-0.873
4:24:33 AM,BUY,79.40,0.31,24.614,BUSD,AVAX,N/A
7:33:35 AM,SELL,81.30,0.31,25.203,AVAX,BUSD,0.589
8:00:36 AM,BUY,81.93,0.30,24.579,BUSD,AVAX,N/A
9:27:37 AM,SELL,83.62,0.30,25.086,AVAX,BUSD,0.507
9:36:37 AM,BUY,84.47,0.29,24.496,BUSD,AVAX,N/A
11:15:38 AM,SELL,85.98,0.29,24.934,AVAX,BUSD,0.438
11:43:38 AM,BUY,87.81,0.28,24.587,BUSD,AVAX,N/A
9:28:47 PM,SELL,84.84,0.28,23.755,AVAX,BUSD,-0.832
9:37:47 PM,BUY,85.32,0.29,24.743,BUSD,AVAX,N/A
11:28:48 PM,SELL,87.80,0.29,25.462,AVAX,BUSD,0.719
11:49:49 PM,BUY,87.66,0.28,24.545,BUSD,AVAX,N/A
