12:19:01 AM,BUY,75.94,0.32,24.301,BUSD,AVAX,N/A
1:31:02 AM,SELL,78.79,0.31,24.425,AVAX,BUSD,0.884
2:01:02 AM,BUY,78.81,0.31,24.431,BUSD,AVAX,N/A
5:19:05 AM,SELL,74.83,0.31,23.197,AVAX,BUSD,-1.234
5:51:06 AM,BUY,75.82,0.32,24.262,BUSD,AVAX,N/A
9:06:08 AM,SELL,71.57,0.32,22.902,AVAX,BUSD,-1.360
9:21:09 AM,BUY,72.59,0.34,24.681,BUSD,AVAX,N/A
10:45:10 AM,SELL,70.23,0.34,23.878,AVAX,BUSD,-0.803
11:03:10 AM,BUY,70.09,0.35,24.532,BUSD,AVAX,N/A
2:48:14 PM,SELL,67.36,0.35,23.576,AVAX,BUSD,-0.956
3:06:14 PM,BUY,68.18,0.36,24.545,BUSD,AVAX,N/A
4:54:16 PM,SELL,69.55,0.36,25.038,AVAX,BUSD,0.493
5:12:16 PM,BUY,69.30,0.35,24.255,BUSD,AVAX,N/A
8:03:18 PM,SELL,70.41,0.35,24.644,AVAX,BUSD,0.389
8:24:19 PM,BUY,70.53,0.35,24.686,BUSD,AVAX,N/A
10:06:20 PM,SELL,72.16,0.35,25.256,AVAX,BUSD,0.571
10:48:21 PM,BUY,72.12,0.34,24.521,BUSD,AVAX,N/A
